Cockpit,IDU,Primary Flight Display & Navigation (PFD/ND),Synthetic Vision System (SVS),Digital Map,Enhanced System Pages (EWD),Basic System Pages,High End Flight Management System (FMS),Basic Flight Management System (FMS),Flight Warning System (FWS),Centralised Maintenance System (CMS),Cursor Control Device (CCD),Standby Instrument (STDBY),Flight & Voice data recorder (VDR),Tablet Universal Adaptor,Secure Server,Satellite Communication,Air Data Unit & probes (ADU),Global Navigation System (GNSS),Radio Altimeter & antennas (RA),Terrain Awareness Warning System (TAWS or HTAWS),Traffic Collision Avoidance System (TCAS),Traffic Advisory System (TAS),Mode S Transponder (XPDR),Weather Radar (WXR),Audio System,Very high Frequency Radio Terminal (VHF),VHF Omnidirect. Range & Instrument Landing System (VOR/ILS),Automatic Direction Finder (ADF),Distance Measuring Equipment (DME),Emergency Locator Transmitter (ELT),High Frequency Terminal (HF),3-Axis Autopilot System,4-Axis Autopilot System,Localizer Performance with Vertical Guidance (LPV),Search & Rescue System (SAR),Helicopter Emergency Medical Service (HEMS),FLIR (camra / law enforcement),VIP incl SATCOM,Tablet for electronic Flight Bag (Thales Pad),Enhanced Vision System (EVS)
Light VFR,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
